8888,2990,620,9999
8888,2990,625,9999
8888,2990,640,9999
8888,2970,659,9999
8888,2940,674,9999
8888,2877,704,9999
8888,2788,708,9999
8888,2719,664,9999
8888,2670,600,9999
8888,2655,576,9999
8888,2616,546,9999
8888,2572,546,9999
8888,2542,551,9999
8888,2532,566,9999
8888,2498,595,9999
8888,2478,625,9999
8888,2434,664,9999
8888,2360,704,9999
8888,2291,718,9999
8888,2257,713,9999
8888,2252,689,9999
8888,2247,649,9999
8888,2242,610,9999
8888,2237,605,9999
8888,2213,600,9999
8888,2203,615,9999
8888,2203,654,9999
8888,2188,694,9999
8888,2163,733,9999
8888,2144,733,9999
8888,2114,723,9999
8888,2104,699,9999
8888,2104,674,9999
8888,2090,645,9999
8888,2055,605,9999
8888,2045,600,9999
8888,2026,605,9999
8888,2011,635,9999
8888,2001,674,9999
8888,2001,704,9999
8888,1991,723,9999
8888,1967,758,9999
8888,1922,743,9999
8888,1918,704,9999
8888,1918,659,9999
8888,1888,610,9999
8888,1844,595,9999
8888,1824,605,9999
8888,1804,654,9999
8888,1785,694,9999
8888,1770,713,9999
8888,1740,733,9999
8888,1716,733,9999
8888,1691,733,9999
8888,1677,723,9999
8888,1652,708,9999
8888,1642,704,9999
8888,1622,689,9999
8888,1598,674,9999
8888,1573,654,9999
8888,1554,640,9999
8888,1509,625,9999
8888,1495,625,9999
8888,1455,645,9999
8888,1431,664,9999
8888,1396,684,9999
8888,1367,704,9999
8888,1322,713,9999
8888,1278,713,9999
8888,1278,713,9999
8888,1259,704,9999
8888,1249,718,9999
8888,1229,694,9999
8888,1200,674,9999
8888,1165,649,9999
8888,1121,630,9999
8888,1096,630,9999
8888,1081,649,9999
8888,1062,669,9999
8888,1047,689,9999
8888,993,723,9999
8888,963,723,9999
8888,924,723,9999
8888,890,699,9999
8888,870,684,9999
8888,826,669,9999
8888,767,649,9999
8888,752,664,9999
8888,737,699,9999
8888,718,733,9999
8888,708,743,9999
8888,683,748,9999
8888,649,748,9999
8888,624,738,9999
8888,609,723,9999
8888,590,699,9999
8888,560,684,9999
8888,540,679,9999
8888,531,679,9999
8888,491,713,9999
8888,481,728,9999
8888,457,758,9999
8888,418,758,9999
8888,393,738,9999
8888,373,718,9999
8888,373,708,9999
8888,373,708,9999
8888,373,708,9999
8888,334,684,9999
8888,275,654,9999
8888,265,674,9999
8888,255,723,9999
8888,240,748,9999
8888,196,768,9999
8888,157,782,9999
8888,127,763,9999
8888,127,728,9999
8888,118,684,9999
8888,78,664,9999
8888,63,718,9999
8888,59,763,9999
8888,34,782,9999
