88888,529,350,99999
88888,527,370,99999
88888,521,393,99999
88888,521,408,99999
88888,521,426,99999
88888,521,445,99999
88888,521,466,99999
88888,531,499,99999
88888,534,518,99999
88888,534,536,99999
88888,538,559,99999
88888,538,578,99999
88888,538,594,99999
88888,540,615,99999
88888,502,617,99999
88888,459,621,99999
88888,457,605,99999
88888,457,590,99999
88888,457,576,99999
88888,457,567,99999
88888,457,534,99999
88888,455,509,99999
88888,455,484,99999
88888,455,459,99999
88888,455,435,99999
88888,455,410,99999
88888,457,389,99999
88888,457,362,99999
88888,469,352,99999
88888,490,352,99999
88888,511,350,99999
